service,service_name,geo_type,geo_name,geo_slug,tier,proposed_url,priority,action
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Ботанический сад,botanicheskij-sad,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/botanicheskij-sad/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Братиславская,bratislavskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/bratislavskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Бульвар Адмирала Ушакова,bulvar-admirala-ushakova,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/bulvar-admirala-ushakova/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Бульвар Рокоссовского,bulvar-rokossovskogo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/bulvar-rokossovskogo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Бунинская аллея,buninskaya-alleya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/buninskaya-alleya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Бутырская,butyrskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/butyrskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Чеховская,chehovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/chehovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Черкизовская,cherkizovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/cherkizovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Чертановская,chertanovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/chertanovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Чистые пруды,chistye-prudy,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/chistye-prudy/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Чкаловская,chkalovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/chkalovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Царицыно,caricyno,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/caricyno/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,ЦСКА,cska,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/cska/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Цветной бульвар,cvetnoj-bulvar,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/cvetnoj-bulvar/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Деловой центр,delovoj-centr,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/delovoj-centr/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Динамо,dinamo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/dinamo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Дмитровская,dmitrovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/dmitrovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Добрынинская,dobryninskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/dobryninskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Домодедовская,domodedovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/domodedovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Достоевская,dostoevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/dostoevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Электрозаводская,elektrozavodskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/elektrozavodskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Филёвский парк,filevskij-park,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/filevskij-park/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Фили,fili,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/fili/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Фонвизинская,fonvizinskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/fonvizinskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Фрунзенская,frunzenskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/frunzenskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Хорошёвская,horoshevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/horoshevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Ховрино,hovrino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/hovrino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Измайловская,izmajlovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/izmajlovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Каховская,kahovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kahovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Калужская,kaluzhskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kaluzhskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кантемировская,kantemirovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kantemirovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Каширская,kashirskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kashirskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Киевская,kievskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kievskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Китай-город,kitaj-gorod,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kitaj-gorod/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Коломенская,kolomenskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kolomenskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Комсомольская,komsomolskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/komsomolskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Коньково,konkovo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/konkovo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Коптево,koptevo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/koptevo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Котельники,kotelniki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kotelniki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кожуховская,kozhuhovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kozhuhovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Красногвардейская,krasnogvardejskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krasnogvardejskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Краснопресненская,krasnopresnenskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krasnopresnenskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Красносельская,krasnoselskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krasnoselskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Красные ворота,krasnye-vorota,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krasnye-vorota/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Крестьянская застава,krestyanskaya-zastava,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krestyanskaya-zastava/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кропоткинская,kropotkinskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kropotkinskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Крылатское,krylatskoe,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krylatskoe/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Крымская,krymskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/krymskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кунцевская,kuncevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kuncevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Курская,kurskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kurskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кутузовская,kutuzovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kutuzovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кузьминки,kuzminki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kuzminki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Кузнецкий мост,kuzneckij-most,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/kuzneckij-most/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Ленинский проспект,leninskij-prospekt,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/leninskij-prospekt/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Лермонтовский проспект,lermontovskij-prospekt,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lermontovskij-prospekt/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Лесопарковая,lesoparkovaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lesoparkovaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Лихоборы,lihobory,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lihobory/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Локомотив,lokomotiv,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lokomotiv/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Ломоносовский проспект,lomonosovskij-prospekt,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lomonosovskij-prospekt/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Лубянка,lubyanka,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lubyanka/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Лужники,luzhniki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/luzhniki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Люблино,lyublino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/lyublino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Марьино,marino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/marino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Марьина Роща,marina-roshcha,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/marina-roshcha/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Марксистская,marksistskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/marksistskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Маяковская,mayakovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/mayakovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Медведково,medvedkovo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/medvedkovo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Менделеевская,mendeleevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/mendeleevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Международная,mezhdunarodnaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/mezhdunarodnaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Минская,minskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/minskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Молодёжная,molodezhnaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/molodezhnaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Мякинино,myakinino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/myakinino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Нагатинская,nagatinskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/nagatinskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Нагорная,nagornaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/nagornaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Нахимовский проспект,nahimovskij-prospekt,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/nahimovskij-prospekt/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Нижегородская,nizhegorodskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/nizhegorodskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новогиреево,novogireevo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novogireevo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новохохловская,novohohlovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novohohlovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новокосино,novokosino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novokosino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новокузнецкая,novokuzneckaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novokuzneckaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новослободская,novoslobodskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novoslobodskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новоясеневская,novoyasenevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novoyasenevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Новые Черёмушки,novye-cheremushki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/novye-cheremushki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Охотный Ряд,ohotnyj-ryad,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ohotnyj-ryad/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Окружная,okruzhnaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/okruzhnaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Октябрьское Поле,oktyabrskoe-pole,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/oktyabrskoe-pole/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Октябрьская,oktyabrskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/oktyabrskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Орехово,orehovo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/orehovo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Отрадное,otradnoe,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/otradnoe/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Панфиловская,panfilovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/panfilovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Парк культуры,park-kultury,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/park-kultury/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Парк Победы,park-pobedy,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/park-pobedy/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Партизанская,partizanskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/partizanskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Павелецкая,paveleckaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/paveleckaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Печатники,pechatniki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/pechatniki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Перово,perovo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/perovo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Первомайская,pervomajskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/pervomajskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Петровский парк,petrovskij-park,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/petrovskij-park/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Петровско-Разумовская,petrovsko-razumovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/petrovsko-razumovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Пионерская,pionerskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/pionerskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Планерная,planernaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/planernaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Площадь Гагарина,ploshchad-gagarina,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ploshchad-gagarina/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Площадь Ильича,ploshchad-ilicha,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ploshchad-ilicha/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Площадь Революции,ploshchad-revolyucii,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ploshchad-revolyucii/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Полежаевская,polezhaevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/polezhaevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Полянка,polyanka,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/polyanka/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Пражская,prazhskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/prazhskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Преображенская площадь,preobrazhenskaya-ploshchad,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/preobrazhenskaya-ploshchad/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Профсоюзная,profsoyuznaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/profsoyuznaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Пролетарская,proletarskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/proletarskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Проспект Мира,prospekt-mira,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/prospekt-mira/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Проспект Вернадского,prospekt-vernadskogo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/prospekt-vernadskogo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Пушкинская,pushkinskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/pushkinskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Пятницкое шоссе,pyatnickoe-shosse,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/pyatnickoe-shosse/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Раменки,ramenki,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ramenki/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Речной вокзал,rechnoj-vokzal,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/rechnoj-vokzal/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Римская,rimskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/rimskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Рижская,rizhskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/rizhskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Ростокино,rostokino,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/rostokino/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Румянцево,rumyancevo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/rumyancevo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Рязанский проспект,ryazanskij-prospekt,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ryazanskij-prospekt/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Саларьево,salarevo,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/salarevo/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Савёловская,savelovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/savelovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Селигерская,seligerskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/seligerskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Семёновская,semenovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/semenovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Серпуховская,serpuhovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/serpuhovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Севастопольская,sevastopolskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/sevastopolskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Шаболовская,shabolovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shabolovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Шелепиха,shelepiha,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shelepiha/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Щукинская,shchukinskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shchukinskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Щёлковская,shchelkovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shchelkovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Шипиловская,shipilovskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shipilovskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Сходненская,shodnenskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shodnenskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Шоссе Энтузиастов,shosse-entuziastov,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/shosse-entuziastov/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Улица Скобелевская,ulica-skobelevskaya,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/ulica-skobelevskaya/,P0,migrate/create
vyvod-iz-zapoya,Вывод из запоя на дому,metro,Славянский бульвар,slavyanskij-bulvar,core,/uslugi/lechenie-alkogolizma/vyvod-iz-zapoya/na-domu/metro/slavyanskij-bulvar/,P0,migrate/create
